String Index	Text
Skillld271_PD2	adds charged-up bonuses to the kick\ndeals damage to your enemies with an explosive kick\n\nFinishing Move\n
Skillld274_PD2	using the power of your mind\nstun a group of enemies
Skillld277_PD2	laying waste to enemies\ntrap that explodes nearby corpses
IncESEfficiency	Energy Shield has increased absorption efficiency
StrESSkillEfficiency	 percent damage taken from mana
ArcticNova	Shatter Cold Damage
LabelEverythingElseStart	(DontTranslate)==================================================
inflictsfear	Inflicts Fear
DummyDps	Target Dummy damage per second: 
ChatLog	-------------- Chat Log --------------
InventoryLock	Charm Inventory\nLock Equipment &
StashTabShared	Shared Tab
StashTabPrivate	Personal Tab
StashTabCurrency	Materials Tab
StashGoldAmount	Personal Bank
SharedStashGoldAmount	Shared Bank
NPCRefresh	Refresh
PlayerDpsDisplay	DPS: %d
NewHelpTitle	Project Diablo II Help
NewHelpShortcuts1	New Shortcuts
NewHelpShortcuts2	While hovering over an item
NewHelpShortcuts3	Shift+Left Click
NewHelpShortcuts4	Identify item
NewHelpShortcuts5	Shift+Right Click
NewHelpShortcuts6	Move between inventories
NewHelpShortcuts7	Ctrl+Right Click
NewHelpShortcuts8	Move to ground
NewHelpShortcuts9	Ctrl+Shift+Right Click
NewHelpShortcuts10	Move to closed cube
NewHelpShortcuts11	Ctrl+Shift+Left Click
NewHelpShortcuts12	Toggle stacked/unstacked
NewHelpShortcuts13	While holding an item on your cursor
NewHelpShortcuts14	Ctrl+Left Click
NewHelpShortcuts15	Place 1 stacked item
NewHelpShortcuts16	Place 1 unstacked item
NewHelpCharm1	Charm Inventory
NewHelpCharm2	Charms are only active while they are
NewHelpCharm3	completely inside of the charm inventory
NewHelpStats1	Stat and Skill point allocation
NewHelpStats2	Ctrl+Left Click
NewHelpStats3	+5 Points
NewHelpStats4	Shift+Left Click
NewHelpStats5	+20 Points
NewHelpStats6	Ctrl+Shift+Left Click
NewHelpStats7	+All Points
NewHelpRecipes1	Common Recipes
NewHelpRecipes2	3   |   |    (same type) = 1 gem of next quality
NewHelpRecipes3	3      (same type) +      = 1      (same type)
NewHelpRecipes4	3 [       -       ] +      = 1 rune of next quality
NewHelpRecipes5	2 [       -       ] +      = 1 rune of next quality
NewHelpRecipes6	1-15        +      = 1-15        (used for crafting)
NewHelpRecipes7	      + Equipment (any quality) = Adds 1-4* sockets
NewHelpRecipes8	      + Equipment (non-unique/set) = Adds 1-4* sockets
NewHelpRecipes9	*The maximum number of sockets
NewHelpRecipes10	  will depend on the item type that was used
NewHelpRecipes11	      + Equipment/Map = corrupted item
NewHelpRecipes12	Be sure to check out the Project Diablo 2 wiki
NewHelpRecipes13	for a complete list of cube recipes and
NewHelpRecipes14	additional details about item corruptions
NewHelpSettings1	Game Settings
NewHelpSettings2	Ctrl+o will open the D2GL menu,
NewHelpSettings3	which will allow you to change
NewHelpSettings4	various graphic settings
NewHelpSettings5	(Only available when using 3dfx)
NewHelpSettings6	PD2 settings can be changed by
NewHelpSettings7	hovering over the Settings button
NewHelpSettings8	and pressing Ctrl+Left Click
NewHelpChat1	\gold;Type \grey;.help \gold;in the chat box to see additional commands
BNETHomeTooLong	Specified channel name was too long. Max length: 31
BNETHomeSetChannel	Successfully set default channel to: \dgrey;%s
D2GLNotLoaded	The "%s" hotkey requires D2GL
BHNotifyLevel0	Chat Notifications: \red;Disabled
BHNotifyLevel1	Chat Notifications: \green;Enabled
BHNotifyLevel2	Chat Notifications: \blue;New Items Only
TeleportBlocked	This area is cursed, you cannot use teleport skills here.
MapEventNotifyHorazon	An alternate dimension radiates dark energy...
MapEventNotifyDarkWanderer	Darkness itself wanders these lands...
MapEventNotifyMendeln	Evil beckons you from the Void...
MapEventNotifyButcher1	The stench fresh meat fills the air...
MapEventNotifyButcher2	You have 30 seconds before the Butcher's Lair is sealed forever...
MapEventNotifyTreasure	Shrieking, mischievous laughter pierces your ears...
MapEventNotifyTainted	A faint humming keeps the dark at bay...
MapEventNotifyVoid	The deafening silence of an alternate dimension calls for you...
MapEventNotifyGheed	You hear coins being counted nearby...
MapEventNotifyShard	A mysterious altar vibrates with potential...
MapEventNotifyTimer	 seconds remaining...
BRNotifyBegin	Match has begun! Loot phase will last 5 minutes before crafting begins in the center area
BRNotifyCraft1	2 minutes until crafting phase begins
BRNotifyCraft2	1 minute until crafting phase begins
BRNotifyCraft3	30 seconds until crafting phase begins
BRNotifyCraft4	10 seconds until crafting phase begins
BRNotifyCraft5	5 seconds until crafting phase begins
BRNotifyCraft6	Crafting phase has begun! You have 3 minutes until PVP begins. Entering the fire outside of the arena will kill you!
BRNotifyPVP1	2 minutes until PVP phase begins!
BRNotifyPVP2	1 minute until PVP phase begins!
BRNotifyPVP3	30 seconds until PVP phase begins!
BRNotifyPVP4	10 seconds until PVP phase begins!
BRNotifyPVP5	5 seconds until PVP phase begins!
BRNotifyPVP6	PVP phase has begun! You have 5 minutes until sudden death
BRNotifySudden1	30 seconds until sudden death, get inside the center square
BRNotifySudden2	10 seconds until sudden death, get inside the center square
BRNotifySudden3	5 seconds until sudden death, get inside the center square
BRNotifySudden4	Sudden death has begun! Anyone outside of the center square will be eliminated
CorruptedZoneNotify	Corruption spreads in 
BRLevelCheck	To enter, you must join as a fresh character, level 1, with no experience gained.
BRGearCheck	To enter, you need to drop all gear and empty your inventory, including potions in your belt. No items allowed.
WrongGameVersion	Wrong game version. Update the game with the launcher
PerfectShrine	Perfect Gem Shrine activated
ItemStatsrejuv2_PD2	Heals 65% Life and Mana
CreateGameGS1	US West
CreateGameGS2	US Central
CreateGameGS3	US East
CreateGameGS4	Europe West
CreateGameGS5	Europe North
CreateGameGS6	Asia Northeast
CreateGameGS7	Asia Southeast
CreateGameGS8	South America
CreateGameGS9	Australia
CreateGameGS10	The Moon
GameServerTitle	Game Server
FrenzyDurationDesc	Duration increased by 1 second every base level
LootAllocationTitle	Allocated Loot
PvpCharmDesc	\red;Only active in duel arenas
cm1p	Dueling Small Charm
cm2p	Dueling Large Charm
cm3p	Dueling Grand Charm
StrBOI2DamDesc	cold wave damage: 
StrBOI3DamDesc	ice bolt damage: 
PVPTome1	PvP Arena Skill Modifiers
NormalPVPModifiers	\gold;Normal PVP Skill Modifiers
NormalBasePVPModifier	Base Modifier: 16%
NormalAmazonPVPModifiers	Jab: \gold;50\grey;%\nCharged Strike: \yellow;130\grey;%\nPowerstrike: \gold;17\grey;%\nLightning Bolt: \yellow;80\grey;%\nPoison Javelin: \green;85\grey;%\nPlague Javelin: \green;90\grey;%\nMagic Arrow: \orange;60\grey;%\nGuided Arrow: \grey;114\grey;%\nIce Arrow: \blue;200\grey;%\nFire Arrow: \red;150\grey;%\nCold Arrow: \blue;150\grey;%\nFreezing Arrow: \blue;200\grey;%\nImmo. Arrow: \red;200\grey;%\nDecoy Strafe: \gold;30\grey;%\nValkyrie: \grey;70\grey;%\nStrafe: \gold;40\grey;%\n\gold;Amazon
NormalAssassinPVPModifiers	Mind Blast: \gold;30\grey;%\nPsychic Hammer: \orange;20\grey;%\nBlade Sentinel: \gold;60\grey;%\nChain Ltng. Sent.: \yellow;45\grey;%\nLtng. Sentry: \yellow;45\grey;%\nWake Of Fire: \red;40\grey;%\nWake Of Inferno: \red;70\grey;%\nDragon Talon: \grey;80\grey;%\nDeath Sentry: \grey;80\grey;%\nShadowwarrior: \grey;10\grey;%\n\gold;Assassin
NormalBarbarianPVPModifiers	Concentrate: \orange;50\grey;%\nWhirlwind: \gold;63\grey;%\nWarcry: \gold;120\grey;%\nLeap Attack: \gold;16\grey;%\nDeep Wounds: \gold;33\grey;%\n\gold;Barbarian
NormalDruidPVPModifiers	Fire Storm: \red;150\grey;%\nArctic Blast: \blue;200\grey;%\nHurricane: \blue;150\grey;%\nRabies: \green;150\grey;%\nShockwave: \gold;120\grey;%\nFireclaws: \red;300\grey;%\nMolten Boulder: \grey;90\grey;%\nVolcano: \grey;45\grey;%\nArmageddon: \gold;30\grey;%\nArmageddon: \red;30\grey;%\nTornado: \gold;50\grey;%\nTwister: \gold;80\grey;%\nRaven: \grey;60\grey;%\nPoison Creeper: \green;15\grey;%\n\gold;Druid
NormalNecromancerPVPModifiers	Bone Spear: \orange;35\grey;%\nBone Spirit: \orange;30\grey;%\nTeeth: \orange;20\grey;%\nDark Pact: \orange;50\grey;%\nDesecrate: \green;85\grey;%\nCorpse Explosion: \grey;65\grey;%\nPoison Nova: \green;150\grey;%\nPoison Dagger: \green;150\grey;%\n\gold;Necromancer
NormalPaladinPVPModifiers	Holy Bolt: \orange;40\grey;%\nHoly Fire: \red;125\grey;%\nHeaven's Fist: \grey;55\grey;%\nHoly Light: \orange;5\grey;%\nSmite: \gold;85\grey;%\nJoust: \grey;20\grey;%\nBlessed Hammer: \orange;60\grey;%\nZeal: \gold;75\grey;%\nCharge: \gold;70\grey;%\nVengeance: \red;200\grey;%\nVengeance: \blue;200\grey;%\nVengeance: \yellow;200\grey;%\nHoly Nova: \orange;50\grey;%\n\gold;Paladin
NormalSorceressPVPModifiers	Telekinesis: \yellow;10\grey;%\nThunderstorm: \yellow;30\grey;%\nCharged Bolt: \yellow;130\grey;%\nIce Bolt: \blue;110\grey;%\nIce Blast: \blue;150\grey;%\nGlacial Spike: \blue;150\grey;%\nIce Barrage: \blue;190\grey;%\nFrost Nova: \blue;150\grey;%\nFrozen Orb: \blue;150\grey;%\nInferno: \red;125\grey;%\nBlaze: \red;130\grey;%\nFire Wall: \red;90\grey;%\nFire Bolt: \red;75\grey;%\nFire Ball: \red;90\grey;%\nMeteor: \grey;65\grey;%\nNova: \yellow;175\grey;%\nLesser Hydra: \red;40\grey;%\nHydra: \red;30\grey;%\nLightning: \yellow;140\grey;%\nChain Ltng.: \yellow;120\grey;%\nCombustion: \red;35\grey;%\n\gold;Sorceress
NightmarePVPModifiers	\gold;Nightmare PVP Skill Modifiers
NightmareBasePVPModifier	Base Modifier: 12%
NightmareAmazonPVPModifiers	Jab: \gold;50\grey;%\nCharged Strike: \yellow;130\grey;%\nPowerstrike: \gold;17\grey;%\nLightning Bolt: \yellow;80\grey;%\nPoison Javelin: \green;85\grey;%\nPlague Javelin: \green;90\grey;%\nMagic Arrow: \orange;60\grey;%\nGuided Arrow: \grey;114\grey;%\nIce Arrow: \blue;200\grey;%\nFire Arrow: \red;150\grey;%\nCold Arrow: \blue;150\grey;%\nFreezing Arrow: \blue;200\grey;%\nImmo. Arrow: \red;200\grey;%\nDecoy Strafe: \gold;30\grey;%\nValkyrie: \grey;70\grey;%\nStrafe: \gold;40\grey;%\n\gold;Amazon
NightmareAssassinPVPModifiers	Mind Blast: \gold;30\grey;%\nPsychic Hammer: \orange;20\grey;%\nBlade Sentinel: \gold;60\grey;%\nChain Ltng. Sent.: \yellow;45\grey;%\nLtng. Sentry: \yellow;45\grey;%\nWake Of Fire: \red;40\grey;%\nWake Of Inferno: \red;70\grey;%\nDragon Talon: \grey;80\grey;%\nDeath Sentry: \grey;80\grey;%\nShadowwarrior: \grey;10\grey;%\n\gold;Assassin
NightmareBarbarianPVPModifiers	Concentrate: \orange;50\grey;%\nWhirlwind: \gold;63\grey;%\nWarcry: \gold;120\grey;%\nLeap Attack: \gold;16\grey;%\nDeep Wounds: \gold;33\grey;%\n\gold;Barbarian
NightmareDruidPVPModifiers	Fire Storm: \red;150\grey;%\nArctic Blast: \blue;200\grey;%\nHurricane: \blue;150\grey;%\nRabies: \green;150\grey;%\nShockwave: \gold;120\grey;%\nFireclaws: \red;300\grey;%\nMolten Boulder: \grey;90\grey;%\nVolcano: \grey;45\grey;%\nArmageddon: \gold;30\grey;%\nArmageddon: \red;30\grey;%\nTornado: \gold;50\grey;%\nTwister: \gold;80\grey;%\nRaven: \grey;60\grey;%\nPoison Creeper: \green;15\grey;%\n\gold;Druid
NightmareNecromancerPVPModifiers	Bone Spear: \orange;35\grey;%\nBone Spirit: \orange;30\grey;%\nTeeth: \orange;20\grey;%\nDark Pact: \orange;50\grey;%\nDesecrate: \green;85\grey;%\nCorpse Explosion: \grey;65\grey;%\nPoison Nova: \green;150\grey;%\nPoison Dagger: \green;150\grey;%\n\gold;Necromancer
NightmarePaladinPVPModifiers	Holy Bolt: \orange;40\grey;%\nHoly Fire: \red;125\grey;%\nHeaven's Fist: \grey;55\grey;%\nHoly Light: \orange;5\grey;%\nSmite: \gold;85\grey;%\nJoust: \grey;20\grey;%\nBlessed Hammer: \orange;60\grey;%\nZeal: \gold;75\grey;%\nCharge: \gold;70\grey;%\nVengeance: \red;200\grey;%\nVengeance: \blue;200\grey;%\nVengeance: \yellow;200\grey;%\nHoly Nova: \orange;50\grey;%\n\gold;Paladin
NightmareSorceressPVPModifiers	Telekinesis: \yellow;10\grey;%\nThunderstorm: \yellow;30\grey;%\nCharged Bolt: \yellow;130\grey;%\nIce Bolt: \blue;110\grey;%\nIce Blast: \blue;150\grey;%\nGlacial Spike: \blue;150\grey;%\nIce Barrage: \blue;190\grey;%\nFrost Nova: \blue;150\grey;%\nFrozen Orb: \blue;150\grey;%\nInferno: \red;125\grey;%\nBlaze: \red;130\grey;%\nFire Wall: \red;90\grey;%\nFire Bolt: \red;75\grey;%\nFire Ball: \red;90\grey;%\nMeteor: \grey;65\grey;%\nNova: \yellow;175\grey;%\nLesser Hydra: \red;40\grey;%\nHydra: \red;30\grey;%\nLightning: \yellow;140\grey;%\nChain Ltng.: \yellow;120\grey;%\nCombustion: \red;35\grey;%\n\gold;Sorceress
HellPVPModifiers	\gold;Hell PVP Skill Modifiers
HellBasePVPModifier	Base Modifier: 6%
HellAmazonPVPModifiers	Jab: \gold;80\grey;%\nPoison Javelin: \green;80\grey;%\nPlague Javelin: \green;55\grey;%\nMagic Arrow: \orange;130\grey;%\nGuided Arrow: \grey;120\grey;%\nIce Arrow: \blue;150\grey;%\nFire Arrow: \red;125\grey;%\nCold Arrow: \blue;125\grey;%\nFreezing Arrow: \blue;160\grey;%\nImmo. Arrow: \red;155\grey;%\n\gold;Amazon
HellAssassinPVPModifiers	Mind Blast: \gold;35\grey;%\nPsychic Hammer: \orange;10\grey;%\nBlade Sentinel: \gold;60\grey;%\nBlade Fury: \gold;75\grey;%\nChain Ltng. Sent.: \yellow;40\grey;%\nLtng. Sentry: \yellow;40\grey;%\nWake Of Fire: \red;80\grey;%\nShadowwarrior: \grey;10\grey;%\n\gold;Assassin
HellBarbarianPVPModifiers	Double Throw: \gold;114\grey;%\nFrenzy: \gold;125\grey;%\nWhirlwind: \gold;88\grey;%\nWarcry: \gold;105\grey;%\nLeap Attack: \gold;12\grey;%\nDeep Wounds: \gold;33\grey;%\n\gold;Barbarian
HellDruidPVPModifiers	Fire Storm: \red;120\grey;%\nRabies: \green;125\grey;%\nMolten Boulder: \grey;80\grey;%\nVolcano: \grey;45\grey;%\nArmageddon: \gold;35\grey;%\nArmageddon: \red;35\grey;%\nTornado: \gold;35\grey;%\nTwister: \gold;80\grey;%\nPoison Creeper: \green;15\grey;%\n\gold;Druid
HellNecromancerPVPModifiers	Bone Spear: \orange;40\grey;%\nBone Spirit: \orange;15\grey;%\nTeeth: \orange;30\grey;%\nDark Pact: \orange;50\grey;%\nDesecrate: \green;60\grey;%\nPoison Nova: \green;125\grey;%\nPoison Dagger: \green;125\grey;%\n\gold;Necromancer
HellPaladinPVPModifiers	Holy Bolt: \orange;65\grey;%\nHoly Fire: \red;50\grey;%\nHeaven's Fist: \grey;65\grey;%\nHoly Light: \orange;15\grey;%\nSmite: \gold;75\grey;%\nJoust: \grey;20\grey;%\nBlessed Hammer: \orange;40\grey;%\nZeal: \gold;85\grey;%\nCharge: \gold;70\grey;%\nHoly Nova: \orange;50\grey;%\n\gold;Paladin
HellSorceressPVPModifiers	Telekinesis: \yellow;10\grey;%\nThunderstorm: \yellow;35\grey;%\nCharged Bolt: \yellow;75\grey;%\nIce Bolt: \blue;145\grey;%\nIce Blast: \blue;145\grey;%\nGlacial Spike: \blue;145\grey;%\nIce Barrage: \blue;140\grey;%\nFrost Nova: \blue;140\grey;%\nFrozen Orb: \blue;130\grey;%\nFire Wall: \red;120\grey;%\nFire Bolt: \red;135\grey;%\nFire Ball: \red;130\grey;%\nMeteor: \grey;90\grey;%\nNova: \yellow;150\grey;%\nLesser Hydra: \red;80\grey;%\nHydra: \red;80\grey;%\nBlizzard: \blue;130\grey;%\nLightning: \yellow;200\grey;%\nCombustion: \red;90\grey;%\n\gold;Sorceress
Sacrifice Altar	Sacrificial Altar
StrDesecrated	\gold;Desecrated
StrCBEffect	Crushing Blow Effectiveness: 
StrCBChance	% Chance of Crushing Blow
splash4	Melee Attacks Deal Lesser Splash Damage
StrMaxDeadlyStrike	Maximum Deadly Strike
merca201	Hazade
merca202	Alhizeer
merca203	Azrael
merca204	Ahsab
merca205	Chalan
merca206	Haseen
merca207	Razan
merca208	Emilio
merca209	Pratham
merca210	Fazel
merca211	Jemali
merca212	Kasim
merca213	Gulzar
merca214	Mizan
merca215	Leharas
merca216	Durga
merca217	Neeraj
merca218	Ilzan
merca219	Zanarhi
merca220	Waheed
merca221	Vikhyat
merca222	Jelani
merca223	Barani
merca224	Jabari
merca225	Devak
merca226	Raldin
merca227	Telash
merca228	Ajheed
merca229	Narphet
merca230	Khaleel
merca231	Phaet
merca232	Geshef
merca233	Vanji
merca234	Haphet
merca235	Thadar
merca236	\gold;Zinthros\grey;
merca237	Rhadge
merca238	Yashied
merca239	Lharhad
merca240	Flux
merca241	Scorch
Armageddon's Blade	Armageddon's Blade
DemonRoadBoss	\gold;Thonos the Many-Limbed
SkovosBoss	\gold;Incarnation of Akarat
ThornsOpenWoundsDamage	Your Open Wounds Damage: 
PartyOpenWoundsDamage	Party Open Wounds Damage: 
Sizzling	Sizzling
Singeing	Singeing
Infernal	Infernal
Frigid	Frigid
Frostbitten	Frostbitten
Subzero	Subzero
Crackling	Crackling
Jolting	Jolting
Surging	Surging
Decaying	Decaying
Festering	Festering
Necrotic	Necrotic
DungeonTier	\red;Group Dungeon
LucionSpawnName	Shivering Child
LucionSpawnRangeName	Smouldering Defiler
LucionSpawnTankName	Anguished Mother
LucionSpawnerName	Veiled Portal
LucionControlName	Lucion
PVPTome2	PvP Arena Rules
PVPTome2Title	\gold;PvP Arena Rules
PVPTome2Paragraph1	- Life replenish is capped at +30\n- Flat magic and physical damage reduction is capped at +25\n- Slow, Knockback (from items), Absorb, Attackers Take Damage, Life Leech, and Melee Splash are disabled\n- Regenerating charges (e.g. Blink on Enigma) regenerate 200% faster\n- Stun cannot be reapplied and the duration is reduced by 2 frames when hit\n- Passive Elemental and Physical resistance pierce is disabled (debuffs work normally)\n- Open Wounds deals 8%/6%/4% of it's normal damage in Normal/Nightmare/Hell\n- Maximum Resistance is capped at 75%/80%/85% for Normal/Nightmare/Hell\n- Only dueling mana potions (purchased from Akara in the arena) can be used\n- PvP only charms can be purchased from Akara in the arena\n- Type .spec to enter spectator mode\n- There is no level cap for High Level Dueling\n- Low Level Dueling is level 30 and below
PVPTome2Title2	\gold;Skill Specific Changes
PVPTome2Paragraph2	- Mind Blast stun duration reduced to 1.5 seconds\n- Mind Blast does not gain radius per cast\n- Smite stun duration reduced to 2.5 seconds\n- Whirlwind dual wield frame penalty removed\n- Whirlwind weapon range capped at 3\n- Charge has normal attack speed frames in melee range\n- Oak Sage does not replenish life\n- Bone Spear capped to 1 projectile\n- Bone Spear hit box size reduced by 33%\n- Lightning hit box size reduced by 33%\n- Holy Bolt capped to 1 projectile
PVPTome2Paragraph3	- Dodge, Avoid, Evade, Parry, and Weapon block reduced by 50%\n- Healing skills do not heal allies (Holy Bolt, Holy Nova, Holy Light)\n- Movement skills do not name-lock (Whirlwind, Leap, Leap Attack, Charge)\n- Dragon Flight does not auto-aim\n- Fist of the Heavens does not auto-aim or name lock\n- Joust does not auto-aim\n- Battle Cry duration is increased by 5 seconds\n- Double throw does not bounce between targets\n- Meteor explosion radius reduced by 30%
Epiphany	Epiphany
Constricting Ring	Constricting Loop
Aetherwing	Aetherwing
Skywarden	Skywarden
Achilles Strike	Achilles Strike
Skorn	Skorn
Winterthorn	Winterthorn
ExtraShadow	Additional Shadow
Whispering Mirage	Whispering Mirage
Sigurd's Staunch	Siggard's Staunch
Loyalty Spear	Loyalty
Loyalty Bow	Loyalty
Fenris	Fenris
ExtraSpiritWolf	Additional Spirit Wolves
Wildspeaker	Wildspeaker
ColdDamage	Cold Damage
VampireForm	Vampire Form
VampireFormd	 gaining power but casting slower\ntransform into a vampire
FasterCastRate	% Faster Cast Rate
StrMagicDamage	Magic Damage: 
Bonewallplev	Life and Damage per Level
skillld78	and debris that attracts nearby enemies\ncreates an impassable barrier of bone
UberDiablo	\gold;Uber Diablo
UberMephisto	\gold;Uber Mephisto
UberIzual	\gold;Uber Izual
UberDuriel	\gold;Uber Duriel
SpellDescStrR01S	 \n+1 to Light Radius\nShields: +15 Defense,\n+1 to Light Radius\nHelms: +15 Defense,\n+1 to Light Radius\nArmor: +15 Defense,\n+1 to Light Radius\nWeapons: +50 to Attack Rating,\n \nCan be inserted into socketed items when unstacked
SpellDescStrR02S	 \nShields: 7% Increased Chance of Blocking\nHelms: 15% Slower Stamina Drain\nArmor: 15% Slower Stamina Drain\n+50 to Attack Rating against Undead\nWeapons: +75% Damage to Undead,\n \nCan be inserted into socketed items when unstacked
SpellDescStrR03S	 \nShields: +2 to Mana after each Kill\nHelms: +2 to Mana after each Kill\nArmor: +2 to Mana after each Kill\nWeapons: +2 to Mana after each Kill\n \nCan be inserted into socketed items when unstacked
SpellDescStrR04S	 \nShields: +50 Defense vs. Missile\nHelms: +30 Defense vs. Missile\nArmor: +30 Defense vs. Missile\nWeapons: Knockback\n \nCan be inserted into socketed items when unstacked
SpellDescStrR05S	 \nShields: Regenerate Mana 15%\nHelms: Regenerate Mana 15%\nArmor: Regenerate Mana 15%\nWeapons: -25% Target Defense\n \nCan be inserted into socketed items when unstacked
SpellDescStrR06S	 \nShields: 15% Damage Taken Gained as Mana when Hit\nHelms: 15% Damage Taken Gained as Mana when Hit\nArmor: 15% Damage Taken Gained as Mana when Hit\nWeapons: +9 to Maximum Damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrR07S	 \nShields: Poison Resist +35%\nHelms: Poison Resist +30%\nArmor: Poison Resist +30%\nWeapons: +75 poison damage over 5 seconds\n \nCan be inserted into socketed items when unstacked
SpellDescStrR08S	 \nShields: Fire Resist +35%\nHelms: Fire Resist +30%\nArmor: Fire Resist +30%\nWeapons: Adds 5-30 fire damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrR09S	 \nShields: Lightning Resist +35%\nHelms: Lightning Resist +30%\nArmor: Lightning Resist +30%\nWeapons: Adds 1-50 lightning damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrR10S	 \nShields: Cold Resist +35%\nHelms: Cold Resist +30%\nArmor: Cold Resist +30%\nWeapons: Adds 3-14 cold damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrR11S	 \nShields: Attacker Takes Damage of 24\nHelms: Attacker Takes Damage of 20\nArmor: Attacker Takes Damage of 20\nWeapons: 7% life stolen per hit\n \nCan be inserted into socketed items when unstacked
SpellDescStrR12S	 \nShields: Physical Damage Taken Reduced by 9\nHelms: Physical Damage Taken Reduced by 7\nArmor: Physical Damage Taken Reduced by 7\nWeapons: +9 to Minimum Damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrR13S	 \nShields: +20% Faster Block Rate\nHelms: +20% Faster Hit Recovery\nArmor: +20% Faster Hit Recovery\nWeapons: +20% Increased Attack Speed\n \nCan be inserted into socketed items when unstacked
SpellDescStrR14S	 \nShields: Replenish Life +30\nHelms: Replenish Life +20\nArmor: Replenish Life +20\nWeapons: +20% Enhanced Damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrR15S	 \nShields: Requirements -15%\nHelms: Requirements -15%\nArmor: Requirements -15%\nWeapons: Requirements -20%\n \nCan be inserted into socketed items when unstacked
SpellDescStrR16S	 \nShields: +10 to Vitality\nHelms: +10 to Vitality\nArmor: +10 to Vitality\nWeapons: +10 to Vitality\n \nCan be inserted into socketed items when unstacked
SpellDescStrR17S	 \nShields: +10 to Energy\nHelms: +10 to Energy\nArmor: +10 to Energy\nWeapons: +10 to Energy\n \nCan be inserted into socketed items when unstacked
SpellDescStrR18S	 \nShields: +10 to Dexterity\nHelms: +10 to Dexterity\nArmor: +10 to Dexterity\nWeapons: +10 to Dexterity\n \nCan be inserted into socketed items when unstacked
SpellDescStrR19S	 \nShields: +10 to Strength\nHelms: +10 to Strength\nArmor: +10 to Strength\nWeapons: +10 to Strength\n \nCan be inserted into socketed items when unstacked
SpellDescStrR20S	 \nShields: +50% Extra Gold from Monsters\nHelms: +50% Extra Gold from Monsters\nArmor: +50% Extra Gold from Monsters\nWeapons: +75% Extra Gold from Monsters\n \nCan be inserted into socketed items when unstacked
SpellDescStrR21S	 \nShields: +50% Enhanced Defense\nHelms: +50% Enhanced Defense\nArmor: +50% Enhanced Defense\n+100 to Attack Rating against Demons\nWeapons: +75% Damage to Demons,\n \nCan be inserted into socketed items when unstacked
SpellDescStrR22S	 \nShields: All Resistances +22\nHelms: All Resistances +15\nArmor: All Resistances +15\n+120 Open Wounds Damage Per Second\nWeapons: 10% Chance of Open Wounds,\n \nCan be inserted into socketed items when unstacked
SpellDescStrR23S	 \nShields: Magic Damage Taken Reduced by 9\nHelms: Magic Damage Taken Reduced by 7\nArmor: Magic Damage Taken Reduced by 7\nWeapons: Prevent Monster Heal\n \nCan be inserted into socketed items when unstacked
SpellDescStrR24S	 \nShields: 30% Better Chance of Getting Magic Items\nHelms: 30% Better Chance of Getting Magic Items\nArmor: 30% Better Chance of Getting Magic Items\nWeapons: 30% Better Chance of Getting Magic Items\n \nCan be inserted into socketed items
SpellDescStrR25S	 \nShields: +4% to Maximum Poison Resist\nHelms: +4% to Maximum Poison Resist\nArmor: +4% to Maximum Poison Resist\nWeapons: 50% Bonus to Attack Rating\n \nCan be inserted into socketed items when unstacked
SpellDescStrR26S	 \nShields: +4% to Maximum Fire Resist\nHelms: +4% to Maximum Fire Resist\nArmor: +4% to Maximum Fire Resist\nWeapons: 7% Mana stolen per hit\n \nCan be inserted into socketed items when unstacked
SpellDescStrR27S	 \nShields: +4% to Maximum Cold Resist\nHelms: +4% to Maximum Cold Resist\nArmor: +4% to Maximum Cold Resist\nWeapons: +45% Enhanced Damage\n \nCan be inserted into socketed items when unstacked
SpellDescStrR28S	 \nShields: +4% to Maximum Lightning Resist\nHelms: +4% to Maximum Lightning Resist\nArmor: +4% to Maximum Lightning Resist\nWeapons: 20% Deadly Strike\n \nCan be inserted into socketed items when unstacked
SpellDescStrR29S	 \nShields: +75 to Mana\nHelms: Increase Maximum Mana 5%\nArmor: Increase Maximum Mana 5%\nWeapons: +4 Life after each Kill\n \nCan be inserted into socketed items when unstacked
SpellDescStrR30S	 \nShields: Physical Damage Taken Reduced by 6%\nHelms: Physical Damage Taken Reduced by 6%\nArmor: Physical Damage Taken Reduced by 6%\nWeapons: 20% Chance of Crushing Blow\n \nCan be inserted into socketed items when unstacked
SpellDescStrR31S	 \nShields: +75 to Life\nHelms: Increase Maximum Life 5%\nArmor: Increase Maximum Life 5%\nWeapons: Ignore Target's Defense\n \nCan be inserted into socketed items when unstacked
SpellDescStrR32S	 \nShields: Cannot Be Frozen\nHelms: Cannot Be Frozen\nArmor: Cannot Be Frozen\nWeapons: Freezes Target +3\n \nCan be inserted into socketed items when unstacked
SpellDescStrR33S	 \nShields: Indestructible\nHelms: Indestructible\nArmor: Indestructible\nWeapons: Indestructible\n \nCan be inserted into socketed items when unstacked
SpellDescStrgzvs	 \nShields: +24 to Defense\nHelms: +8 to Strength\nArmor: +8 to Strength\nWeapons: +100 to Attack Rating\n \nCan be inserted into socketed items when unstacked
